,fromHarbor,toHarbor,ship,shippingFirm,passengers,vehicles,position,seatNumber,discount,price,departureDate,departureTime,arrivalTime,gender,birth_date,nationality,phone_number,firstName,lastName,email,cardNumber,creditName,creditSurame,creditExpiration
766,"Kea (Tzia), Greece (KEA)","Fiskardo, Greece (FIS)",NISOS KALIMNOS,ANEK LINES,2.0,1.0,Cabin-2 Beds (Ext.) [AA2],138.0,Hoplites,26.115335010071043,2003-05-24,03:07:30,1900-01-01 06:13:30,M,2000-08-05,Moldova,452-974-1221x61759,Brandon,Williams,Brandon.Williams@gmail.com,GB83RSIM67565956828353,Brandon,Williams,07/28
767,"Agia Marina Fthiotidas, Greece (AGM)","Asprovalta, Greece (APV)",POSEIDON HELLAS,TWOWAY FERRIES,3.0,4.0,Cabin-2 Beds (Ext.) [AA2],81.0,Retired NAT,21.55120914039113,2019-09-06,21:35:26,1900-01-02 07:53:26,M,1992-09-26,Armenia,813.986.7707x47059,Joseph,Terry,Joseph.Terry@gmail.com,GB35QGCJ62818260405896,Joseph,Terry,09/23
768,"PORTO KAGIO LAKONIAS, Greece (820)","PLATAMONAS PIERIAS, Greece (816)",H/S/F OLYMPIC CHAMPION,AGIA MARINI NE,9.0,7.0,Cabin-3 Beds (Ext.) [A3],56.0,Three Children,42.473699703853974,2009-03-19,03:50:12,1900-01-01 18:33:12,M,1989-11-20,Argentina,001-631-997-0239x33729,Michael,Myers,Michael.Myers@gmail.com,GB55NSDE12833135506479,Michael,Myers,08/27
769,"AGIOKAMPOS EUBOIAS (OREON), Greece (AOR)","Karpathos, Greece (AOK)",SEMPEKO 2,AGIA MARINI NE,4.0,5.0,Cabin-3 Beds (Ext.) [A3],249.0,Retired NAT,47.224635350663974,1993-09-16,18:59:29,1900-01-02 13:58:29,M,1981-01-22,Egypt,789.564.3375x3379,Douglas,Roberts,Douglas.Roberts@gmail.com,GB43XPDS61781805012582,Douglas,Roberts,09/27
770,"MAKRONISOS, Greece (856)","Gavrion, Greece (GAV)",H/S/F OLYMPIC CHAMPION,TRITON FERRIES,7.0,4.0,Cabin-3 Beds (Ext.) [A3],289.0,College Student,18.580223167052342,1982-11-28,11:06:16,1900-01-01 19:42:16,F,1972-03-20,Colombia,(990)828-9816x8114,Candice,Ross,Candice.Ross@gmail.com,GB46MZLT01736111269803,Candice,Ross,02/28
771,"Anafi, Greece (ANA)","KAMEIROS SKALA RHODES, Greece (KSK)",KALYMNOS DOLPHIN,TRITON FERRIES,3.0,4.0,Cabin-3 Beds (Ext.) [A3],480.0,College Student,13.17920120724206,1982-02-07,01:22:01,1900-01-01 16:57:01,F,1999-03-30,Zambia,001-809-193-1519x08568,Patricia,Peters,Patricia.Peters@gmail.com,GB78MXRP15451568016121,Patricia,Peters,05/23
772,"Aspropirgos, Greece (ASS)","Akhillion, Greece (AKH)",H/S/F HELLENIC SPIRIT,ZANTE FERRIES ,7.0,8.0,Cabin-3 Beds [AB3],9.0,Retired NAT,77.04748103210126,1998-07-19,19:13:02,1900-01-02 14:28:02,M,2003-11-20,Malaysia,+1-451-654-8600x101,John,Williams,John.Williams@gmail.com,GB83MADN20134969059493,John,Williams,05/27
773,"Samos, Greece (SMI)","Kerkira (Corfu), Greece (CFU)",AERO 3 HIGHSPEED,GOUTOS LINES,7.0,2.0,Cabin-4 Beds [A4K],223.0,College Student,63.32648229955687,1994-03-22,03:55:12,1900-01-01 20:10:12,F,1981-12-03,Timor-Leste,686-188-8003,Brooke,Turner,Brooke.Turner@gmail.com,GB60LCUI59464735366247,Brooke,Turner,11/27
774,"Yaltra, Greece (YAL)","Drepano Riou, Greece (DRE)",SEMPEKO,MIKRES KYKLADES,8.0,2.0,Cabin-2 Beds (Ext.) [A2],200.0,Having many children,17.242327255683684,1989-04-07,02:22:38,1900-01-01 04:55:38,M,1976-05-18,Canada,001-866-616-6292x97167,Antonio,Delgado,Antonio.Delgado@gmail.com,GB95BAAG03947403738021,Antonio,Delgado,08/28
775,"Vassiliki Leykadas, Greece (VSS)","Syros (Syra), Greece (JSY)",ERATO,TRITON FERRIES,6.0,7.0,Deck/Living Room [D] ,33.0,College Student,46.176220503947654,2022-06-16,21:13:52,1900-01-02 10:56:52,F,2000-03-30,Bahamas,495-377-6514,Kimberly,White,Kimberly.White@gmail.com,GB98JKSS80604925816438,Kimberly,White,02/29
776,"Argostolion, Greece (ARM)","Limni, Greece (LII)",PSARA GLORY,SEA SPEED FERRIES,6.0,6.0,Cabin-3 Beds (Ext.) [A3],315.0,Retired NAT,78.72244680286445,2019-03-11,02:09:30,1900-01-01 11:47:30,M,1997-04-09,American Samoa,7929847458,Thomas,Roberts,Thomas.Roberts@gmail.com,GB51GBMM79381993031912,Thomas,Roberts,02/29
777,"PEUKOKHORI KHALKIDIKES, Greece (851)","Kos, Greece (KGS)",SIMI,ΑΤΤΙCA GROUP,8.0,5.0,Cabin-4 Beds (Ext.) [A4],449.0,Hoplites,24.912660918613298,1985-07-21,03:30:13,1900-01-01 20:51:13,F,1993-07-26,Korea,093.030.4514x5613,Renee,Wallace,Renee.Wallace@gmail.com,GB37TPDW20495001986861,Renee,Wallace,01/27
778,"PURGOS KARUSTIAS EUBOIAS, Greece (824)","Pteleos, Greece (PTE)",ANTIGONI,SEBECO LINES,1.0,2.0,Cabin-2 Beds (Ext.) [AA2],329.0,Three Children,32.260534674444216,1997-10-22,16:12:15,1900-01-02 07:39:15,F,1991-06-04,Jamaica,0978343144,Paula,Lowery,Paula.Lowery@gmail.com,GB20GXLA83461679919371,Paula,Lowery,11/31
779,"Mathraki Diapontioi Island, Greece (MTR)","Sikinos, Greece (SII)",ACHAIOS,ZANTE FERRIES ,3.0,4.0,Cabin-2 Beds (Ext.) [AA2],391.0,College Student,15.070492326375968,2000-04-05,07:28:40,1900-01-01 14:01:40,M,1985-08-06,South Africa,941-562-7809x4349,Matthew,Ramsey,Matthew.Ramsey@gmail.com,GB33HHUX37864826616802,Matthew,Ramsey,05/25
780,"Ouranopolis, Greece (OUR)","Eretria, Greece (ERE)",F/B IONIS,FAST FERRIES,10.0,4.0,Cabin-2 Beds (Ext.) [AA2],488.0,Retired NAT,43.75186153311995,1977-03-29,21:53:57,1900-01-02 08:44:57,M,1990-05-30,Philippines,583-109-2313,Nicholas,Moore,Nicholas.Moore@gmail.com,GB93SXWH41115775889376,Nicholas,Moore,04/28
781,"Akhillion, Greece (AKH)","Porto Heli, Greece (PHE)",KERKIRA,SARONIC FERRIES,4.0,2.0,Deck/Living Room [D] ,369.0,Retired NAT,57.81031715761106,2001-11-28,19:49:19,1900-01-02 08:21:19,F,2001-09-24,Zimbabwe,1343173840,Cheryl,Wiggins,Cheryl.Wiggins@gmail.com,GB63OHEX63733755581559,Cheryl,Wiggins,04/28
782,"Salonika, Greece (SNK)","Keratsinion, Greece (KTS)",F/B PORFYROUSA,TRITON FERRIES,1.0,2.0,Cabin-4 Beds [AB4],428.0,Hoplites,70.57779180588633,1996-09-09,17:27:42,1900-01-02 00:19:42,F,1993-06-17,Macedonia,+1-685-707-8766x270,Tracy,Stein,Tracy.Stein@gmail.com,GB18QLGF66728395879557,Tracy,Stein,11/28
783,"Agia Galini Rethimnou, Greece (PIL)","Astros, Greece (ARS)",APOLLON HELLAS,KATEROS,10.0,1.0,Cabin-4 Beds [AB4],158.0,Having many children,97.55540162298948,1982-05-21,06:21:50,1900-01-01 09:46:50,M,1982-05-14,Congo,001-138-314-1604x76357,Roger,Parker,Roger.Parker@gmail.com,GB04WIDM30088590704136,Roger,Parker,02/33
784,"Argostolion, Greece (ARM)","Drepano Riou, Greece (DRE)",CHAMPION JET1,TRITON FERRIES,2.0,1.0,Cabin-2 Beds [A2K],488.0,Retired NAT,39.026264810202704,2023-12-22,15:59:01,1900-01-01 17:18:01,M,2002-03-14,Sri Lanka,+1-681-855-7385x9609,Frank,Adams,Frank.Adams@gmail.com,GB62LBVV55178956478534,Frank,Adams,01/27
785,"Seriphos, Greece (SER)","Volos, Greece (VOL)",DIAGORAS,ALPHA LINES,7.0,1.0,Cabin-2 Beds [A2K],394.0,Three Children,45.95114442487312,2010-12-30,06:32:37,1900-01-01 21:57:37,F,1974-08-31,Bahamas,001-124-638-9214x51282,Andrea,Hooper,Andrea.Hooper@gmail.com,GB73QNTY32850551247952,Andrea,Hooper,12/32
786,"KHOREUTO BOLOU, Greece (847)","Petries Evvoias, Greece (PRE)",ARTEMIS,KARISTIA,7.0,1.0,Cabin-4 Beds [AB4],23.0,Hoplites,62.75881546380966,1984-09-09,00:30:12,1900-01-01 08:11:12,F,1994-08-15,Honduras,+1-553-977-4566x22175,Jordan,Reeves,Jordan.Reeves@gmail.com,GB76RGRS92008561149506,Jordan,Reeves,08/31
787,"MONE IBERON AGIOU OROUS, Greece (780)","Sikionia, Greece (SIK)",HELLENIC HIGHSPEED,IONION PELAGOS NE,8.0,5.0,Cabin-3 Beds (Ext.) [A3],330.0,Retired NAT,35.044346918740864,2010-04-13,02:10:15,1900-01-01 06:47:15,M,1984-02-29,Uruguay,616-481-8968x44036,Manuel,Sutton,Manuel.Sutton@gmail.com,GB33ZMOX23417561353482,Manuel,Sutton,07/26
788,"KITROS PIERIAS, Greece (753)","Astypalaia, Greece (JTY)",NAXOS JET,AEGEAN FLYING DOLPHINS,3.0,3.0,Cabin-2 Beds (Ext.) [A2],225.0,College Student,57.21727346913876,2003-12-11,23:17:09,1900-01-02 09:24:09,M,1982-10-24,Israel,596-270-2434,Timothy,Hickman,Timothy.Hickman@gmail.com,GB36XXSN74514980033658,Timothy,Hickman,07/32
789,"DERBENI KORINTHIAS, Greece (730)","NEA POTIDAIA KHALKIDIKES, Greece (792)",RAPIDLINK JET,NOVA FERRIES,8.0,3.0,Cabin-2 Beds [A2K],82.0,Retired NAT,94.36516550729468,2009-03-17,23:56:21,1900-01-02 14:12:21,F,1980-04-10,Netherlands,(172)019-4307x9461,Teresa,Wright,Teresa.Wright@gmail.com,GB32FYGH85694771607096,Teresa,Wright,08/28
790,"Paleochora, Greece (PCH)","Parga, Greece (PAR)",NISOS KALIMNOS,FAST FERRIES,1.0,2.0,Cabin-3 Beds (Ext.) [A3],195.0,College Student,97.55248222153874,2009-05-05,01:22:55,1900-01-01 09:17:55,M,1984-01-24,Myanmar,095-299-9295x81245,David,Chavez,David.Chavez@gmail.com,GB92IDKX82624111352604,David,Chavez,04/26
791,"Methana, Greece (MEA)","Stratoni, Greece (STI)",F/B IONIS,FAST FERRIES,5.0,6.0,Cabin-2 Beds (Ext.) [A2],133.0,Hoplites,36.31595892801058,1995-10-20,04:56:50,1900-01-01 09:01:50,M,1993-02-19,Afghanistan,(253)207-6700x2603,Thomas,Ryan,Thomas.Ryan@gmail.com,GB94DMCM05393425159915,Thomas,Ryan,09/24
792,"Kastelli Kissamou, Greece (KIS)","Myrtos Beach, Greece (MYB)",BLUE CARRIER 1,SAOS,3.0,2.0,Aviation Seat [ATS],201.0,Retired NAT,17.562939524907872,1993-03-20,20:09:29,1900-01-02 04:12:29,M,1978-03-11,Botswana,001-397-227-1810,Scott,Ramos,Scott.Ramos@gmail.com,GB62OBJO99708225878393,Scott,Ramos,03/32
793,"Gavrion, Greece (GAV)","Marmari, Greece (MRM)",NISOS RODOS,SEA SPEED FERRIES,7.0,1.0,Cabin-2 Beds (Ext.) [AA2],133.0,Three Children,25.04651179455633,2018-11-21,14:57:37,1900-01-01 17:55:37,F,1979-09-14,Jordan,111-561-9203x750,Cassandra,Jones,Cassandra.Jones@gmail.com,GB09EVFJ59522031895864,Cassandra,Jones,08/24
794,"KOULOURA AIGIOU, Greece (760)","Sougia Chanion, Greece (SOG)",BLUE CARRIER 1,FAST FERRIES,8.0,4.0,Cabin-3 Beds (Ext.) [A3],314.0,Retired NAT,31.352644432548228,1984-02-03,04:19:56,1900-01-01 06:45:56,F,2004-09-10,Libyan Arab Jamahiriya,+1-914-584-2977x309,Casey,Simpson,Casey.Simpson@gmail.com,GB59MIEJ14416268585624,Casey,Simpson,09/24
795,"Mylaki, Greece (MYL)","KHOREUTO BOLOU, Greece (847)",Η/S/F FESTOS PALACΕ,AEGEAN FLYING DOLPHINS,2.0,2.0,Cabin-4 Beds [A4K],334.0,Having many children,45.13407652495638,2011-04-19,01:47:42,1900-01-01 13:58:42,F,2003-04-18,Antarctica (the territory South of 60 deg S),001-621-651-3758,Bridget,Wallace,Bridget.Wallace@gmail.com,GB66NTLJ25201020559153,Bridget,Wallace,12/24
796,"Lefkimmi, Greece (LFK)","Agios Stefanos Corfu, Greece (ASF)",SUPER STAR,MIKRES KYKLADES,9.0,3.0,Cabin-4 Beds [A4K],13.0,No discount,42.46027081477429,2015-08-15,23:15:20,1900-01-02 04:49:20,F,1981-05-13,Saint Barthelemy,001-879-787-3120x56283,Christina,Barnes,Christina.Barnes@gmail.com,GB71JOPZ90313097105598,Christina,Barnes,01/29
797,"Glossa, Greece (GLO)","Thasos, Greece (TSO)",HIGH SPEED JET,TRITON FERRIES,2.0,3.0,Aviation Seat [ATS],465.0,Retired NAT,26.577858702949694,2022-01-15,21:44:33,1900-01-02 16:19:33,F,1984-04-15,Niue,0044432910,Kimberly,Marquez,Kimberly.Marquez@gmail.com,GB11MQMT89769037320513,Kimberly,Marquez,04/26
798,"Agria, Greece (AGA)","Mastichari Kos, Greece (MXK)",DIAGORAS,IONION PELAGOS NE,8.0,1.0,Cabin-2 Beds (Ext.) [A2],444.0,Retired NAT,65.1572997157781,2013-09-07,19:49:03,1900-01-02 04:17:03,F,1993-04-16,Equatorial Guinea,001-066-039-5725x868,Donna,White,Donna.White@gmail.com,GB69UZZA82683386569865,Donna,White,06/32
799,"Thymaina Island, Greece (THM)","Venice, Greece (ITVCE)",ARTEMIS,MINOAN LINES,4.0,3.0,Cabin-2 Beds (Ext.) [AA2],267.0,Retired NAT,21.3643151453567,2009-03-06,10:16:24,1900-01-01 14:39:24,F,2002-12-20,British Virgin Islands,440-171-4248,Angela,Estes,Angela.Estes@gmail.com,GB03ATAU67018038722208,Angela,Estes,01/28
800,"Karpathos, Greece (AOK)","NEA POTIDAIA KHALKIDIKES, Greece (792)",PSARA GLORY,DODEKANISSOS SEAWAYS,7.0,7.0,Cabin-4 Beds [A4K],367.0,Hoplites,34.18021193125058,1979-01-01,05:40:15,1900-01-01 07:34:15,F,1977-10-04,Chile,+1-230-176-4844x0371,Melanie,Green,Melanie.Green@gmail.com,GB52FBWW77249555652220,Melanie,Green,02/28
801,"NEA PERAMOS, Greece (902)","MAKRE EBROU, Greece (770)",BLUE STAR 2,KERKYRAIKES GRAMMES,8.0,4.0,Cabin-2 Beds [A2K],247.0,Having many children,77.62540059449675,2022-08-30,12:11:26,1900-01-01 20:02:26,M,1989-10-01,Niue,+1-118-310-7448x3640,Bradley,Rowe,Bradley.Rowe@gmail.com,GB15NTAW79526818075852,Bradley,Rowe,11/24
802,"Kea (Tzia), Greece (KEA)","PAMPHILA LESBOU, Greece (806)",F/B ΕLYROS,SEAJETS,7.0,5.0,Cabin-2 Beds (Ext.) [A2],331.0,No discount,46.77972661493722,1972-01-05,17:34:55,1900-01-02 07:39:55,M,1996-05-25,Fiji,(948)596-5276x842,Kevin,Brown,Kevin.Brown@gmail.com,GB67OVQN97839492817631,Kevin,Brown,05/29
803,"Edipsos, Greece (EDI)","PURGOS KARUSTIAS EUBOIAS, Greece (824)",BLUE STAR CHIOS,AGIA MARINI NE,8.0,9.0,Deck/Living Room [D] ,465.0,No discount,47.094100115024254,1974-09-21,15:45:47,1900-01-01 21:33:47,F,1979-11-30,Turks and Caicos Islands,001-311-877-9606,Melissa,King,Melissa.King@gmail.com,GB61BTBC13413326961788,Melissa,King,06/25
804,"TURGUTREIS, Greece (TR901)","Diakofti Kythiron, Greece (DIK)",FOIVOS,ANE KALYMNOU,2.0,3.0,Cabin-2 Beds [A2K],21.0,Three Children,20.68045089236409,1983-02-26,09:45:37,1900-01-01 23:32:37,M,1998-09-23,Philippines,001-454-018-0566,David,Gordon,David.Gordon@gmail.com,GB98PTAE47002167516940,David,Gordon,06/30
805,"Pythagoreion, Greece (PYT)","PALAIOKASTRITSA KERKURAS, Greece (802)",KERKIRA,IONION PELAGOS NE,6.0,1.0,Deck/Living Room [D] ,7.0,Having many children,14.301753588235943,2016-12-04,07:52:59,1900-01-01 11:42:59,F,1983-04-05,Cocos (Keeling) Islands,401.102.2911x648,Julie,Page,Julie.Page@gmail.com,GB60SMDX93466532084220,Julie,Page,05/27
806,"Xirokambion, Greece (XKB)","Klima, Greece (KLI)",BLUE STAR 1,FAST FERRIES,5.0,4.0,Cabin-2 Beds [A2K],234.0,Hoplites,70.91625838655483,2005-12-16,18:00:30,1900-01-02 08:51:30,F,1982-10-10,Bahrain,+1-452-438-9814,Natalie,Stewart,Natalie.Stewart@gmail.com,GB96THPM87927118549358,Natalie,Stewart,02/32
807,"Moni Vatopediou, Greece (MVO)","Keratsinion, Greece (KTS)",SEAJET2,KARISTIA,3.0,3.0,Cabin-3 Beds (Ext.) [A3],144.0,Three Children,35.2190778658306,2006-03-15,06:03:23,1900-01-01 17:53:23,F,1986-07-24,Denmark,+1-786-762-0248x320,Emily,Melton,Emily.Melton@gmail.com,GB35JAPS08021359352176,Emily,Melton,03/27
808,"Astakos, Greece (AST)","Galatas Troizinas, Greece (GAL)",POSEIDON HELLAS,GOUTOS LINES,8.0,5.0,Aviation Seat [ATS],4.0,Having many children,17.53386357434585,2007-09-29,07:38:03,1900-01-01 19:57:03,F,2002-09-25,Falkland Islands (Malvinas),061.779.7449x207,Chloe,Andersen,Chloe.Andersen@gmail.com,GB60HVEY72605072841594,Chloe,Andersen,07/31
809,"MAKRONISOS, Greece (856)","MPATSI ANDROU, Greece (783)",SUPERJET,ΑΤΤΙCA GROUP,9.0,3.0,Cabin-3 Beds [AB3],354.0,Hoplites,72.76039599097328,2018-06-04,22:35:29,1900-01-02 14:46:29,M,1997-03-28,Bosnia and Herzegovina,189.236.8398,Chase,Taylor,Chase.Taylor@gmail.com,GB21LLIH06149359291808,Chase,Taylor,05/26
810,"Kyllini, Greece (KYL)","Chania, Greece (CHQ)",PAROS JET,KARISTIA,3.0,1.0,Cabin-4 Beds [AB4],193.0,Hoplites,94.8726224444635,1971-04-15,02:59:44,1900-01-01 15:48:44,M,1987-01-04,Antigua and Barbuda,249.416.5439x0775,Richard,Baker,Richard.Baker@gmail.com,GB67ZJHI18954977257808,Richard,Baker,03/31
811,"PSATHOPURGOS AKHAIAS, Greece (848)","MAKRONISOS, Greece (856)",ACHAIOS,ΑΤΤΙCA GROUP,2.0,3.0,Cabin-2 Beds (Ext.) [AA2],329.0,Hoplites,21.4014658405449,1988-09-14,20:03:11,1900-01-02 01:24:11,M,1990-11-11,Bolivia,(596)756-3571x5076,Christopher,Riddle,Christopher.Riddle@gmail.com,GB05DTPC83246131585202,Christopher,Riddle,07/31
812,"Karkinagri Ikarias, Greece (KAG)","Koilas Ermionidos, Greece (KIN)",ANO CHORA,SARONIC FERRIES,4.0,4.0,Cabin-2 Beds (Ext.) [A2],240.0,Hoplites,21.07864564136734,2010-04-10,23:13:23,1900-01-02 07:07:23,M,1978-06-24,San Marino,001-494-173-8317,Marcus,Hayes,Marcus.Hayes@gmail.com,GB69NNZO87774432680867,Marcus,Hayes,07/24
813,"Lavrion (Laurium), Greece (LAV)","Saint Nicolas, Greece (STN)",AERO 2 HIGHSPEED,GOUTOS LINES,7.0,7.0,Cabin-2 Beds (Ext.) [A2],50.0,Retired NAT,97.47431437554985,2015-07-21,23:55:34,1900-01-02 19:43:34,M,1984-09-05,Serbia,1133382261,Ricky,Smith,Ricky.Smith@gmail.com,GB03IYKD80677434407479,Ricky,Smith,11/25
814,"Salonika, Greece (SNK)","PLAKA LEMNOU, Greece (815)",AQUA BLUE,GOUTOS LINES,9.0,2.0,Aviation Seat [ATS],498.0,Hoplites,52.62664174726009,1971-10-09,16:55:14,1900-01-01 19:34:14,M,1989-07-11,Saint Martin,0092630247,Jason,Beltran,Jason.Beltran@gmail.com,GB27XYWL54661483504633,Jason,Beltran,08/23
815,"Igoumenitsa, Greece (IGO)","Eydilos, Greece (EYD)",SUPERFAST II,ANE KALYMNOU,4.0,1.0,Cabin-4 Beds [A4K],7.0,Having many children,30.42409708617258,2006-07-06,18:35:02,1900-01-02 14:26:02,F,2004-11-10,Azerbaijan,(092)572-9652,Dawn,Ryan,Dawn.Ryan@gmail.com,GB71QMFL07641841400025,Dawn,Ryan,04/32
816,"PAKHEIA AMMOS IERAPETRA, Greece (810)","Malessina, Greece (MSA)",ANDREAS KALVOS,KERKYRAIKES GRAMMES,10.0,7.0,Cabin-3 Beds [AB3],406.0,Retired NAT,36.29582263612458,2009-03-07,21:15:05,1900-01-02 06:00:05,M,1979-02-16,Mayotte,001-747-459-0979x765,Christopher,Lindsey,Christopher.Lindsey@gmail.com,GB52MRZR22628861645061,Christopher,Lindsey,12/23
817,"Malessina, Greece (MSA)","Dafni, Greece (DAF)",BLUE STAR PAROS,GOUTOS LINES,8.0,8.0,Cabin-4 Beds [AB4],34.0,Hoplites,94.07912029617702,1987-05-13,17:07:04,1900-01-02 02:41:04,M,1985-10-01,Wallis and Futuna,001-624-569-0921x05354,David,Stevens,David.Stevens@gmail.com,GB85SUWE95905484104465,David,Stevens,12/25
818,"Moudhros, Greece (MDR)","Rio, Greece (RIO)",Η/S/F KYDON PALACΕ,AGIA MARINI NE,2.0,1.0,Cabin-4 Beds [A4K],76.0,No discount,44.86691757958682,2014-03-12,20:26:44,1900-01-02 04:57:44,F,1983-03-16,Kyrgyz Republic,191-915-0466x32692,Cassandra,Dean,Cassandra.Dean@gmail.com,GB25NBXY69734651784107,Cassandra,Dean,05/23
819,"Moudhros, Greece (MDR)","KOTRONAS LAKONIAS, Greece (757)",H/S/F HELLENIC SPIRIT,TWOWAY FERRIES,7.0,2.0,Aviation Seat [ATS],192.0,No discount,23.523230982541136,2005-08-26,08:02:43,1900-01-01 17:00:43,F,1984-06-15,Faroe Islands,825-782-8067x796,Christina,Shields,Christina.Shields@gmail.com,GB31BJAD32283521369247,Christina,Shields,07/25
820,"Karystos, Greece (KST)","Shinari Zakynthou, Greece (SHI)",HIGH SPEED JET,MIKRES KYKLADES,1.0,2.0,Cabin-3 Beds (Ext.) [A3],389.0,Three Children,78.32620188383581,1973-07-06,03:56:19,1900-01-01 07:00:19,M,1977-04-16,Grenada,001-884-433-0256x977,Brent,Ross,Brent.Ross@gmail.com,GB60CCSN38529057321732,Brent,Ross,11/29
821,"Pachi, Greece (PME)","Aktio Vonitsas, Greece (AKT)",ALKINOOS,ZANTE FERRIES ,6.0,3.0,Cabin-4 Beds [A4K],204.0,College Student,77.38053249553872,1978-04-17,20:11:13,1900-01-02 07:05:13,M,1984-09-03,Belize,(294)980-3194x294,David,Lopez,David.Lopez@gmail.com,GB74CDNY70291758090530,David,Lopez,12/28
822,"Thira, Greece (JTR)","Volos, Greece (VOL)",FLYING DOLPHIN 19,SAOS,8.0,1.0,Cabin-2 Beds (Ext.) [A2],227.0,College Student,92.79472930514203,2014-09-29,03:29:25,1900-01-01 13:56:25,F,1999-02-17,Tanzania,5976015773,Erica,Lewis,Erica.Lewis@gmail.com,GB62ZFCW83125988238132,Erica,Lewis,07/30
823,"Samos, Greece (SMI)","Epidavros, Greece (EPI)",ARIADNI,SARONIC FERRIES,9.0,6.0,Cabin-4 Beds [A4K],21.0,College Student,98.88086790125175,2013-10-16,02:54:48,1900-01-01 10:00:48,F,1971-06-10,Somalia,024-202-9385x6260,Rebecca,Decker,Rebecca.Decker@gmail.com,GB32JZRM18362340470732,Rebecca,Decker,05/31
824,"Amfilochia, Greece (AMF)","Naxos, Greece (JNX)",BLUE STAR 1,MINOAN LINES,5.0,1.0,Cabin-4 Beds [A4K],325.0,Hoplites,54.347350570782474,1988-08-20,15:09:27,1900-01-02 04:16:27,M,2001-09-10,Japan,342.218.7090x81865,Travis,Holt,Travis.Holt@gmail.com,GB89FQWY51576359428113,Travis,Holt,10/26
825,"Pylos, Greece (PYL)","Chania, Greece (CHQ)",ANDROS JET,IONION PELAGOS NE,6.0,3.0,Aviation Seat [ATS],103.0,Having many children,28.397554364714402,2015-08-09,01:17:27,1900-01-01 15:07:27,M,1994-12-02,Mauritius,6878600418,Michael,Garner,Michael.Garner@gmail.com,GB43NXRO38887041625019,Michael,Garner,10/24
826,"Pelasyia, Greece (PEL)","Salonika, Greece (SNK)",SEAJET2,SEAJETS,6.0,6.0,Cabin-2 Beds (Ext.) [A2],255.0,Having many children,62.67706282213253,1974-01-10,00:56:53,1900-01-01 19:18:53,M,1994-12-08,Japan,257-349-0772,Troy,Moore,Troy.Moore@gmail.com,GB60ZNUM81654284408421,Troy,Moore,07/24
827,"Dafni, Greece (DAF)","Lavrion (Laurium), Greece (LAV)",PANAGIA SKIADENI,ZANTE FERRIES ,1.0,1.0,Cabin-4 Beds [A4K],107.0,Hoplites,25.806601262729277,1990-09-27,18:26:57,1900-01-02 04:45:57,M,2002-02-12,Andorra,143.343.4704,John,Anderson,John.Anderson@gmail.com,GB48APST15873080943153,John,Anderson,07/25
828,"Agios Konstantinos, Greece (AKO)","AGIA GALINI RETHIMNOU (OLD LOCODE), Greece (701)",TERA JET,SEA SPEED FERRIES,1.0,1.0,Deck/Living Room [D] ,274.0,No discount,52.45761763970167,1979-06-15,15:50:00,1900-01-02 07:11:00,F,1993-03-21,Zimbabwe,005-516-9628x1883,Jane,Cooper,Jane.Cooper@gmail.com,GB32DODF55264123890748,Jane,Cooper,11/24
829,"Salonika, Greece (SNK)","MOURTOS THESPROTIAS, Greece (781)",POWER JET,ZANTE FERRIES ,8.0,4.0,Cabin-3 Beds [AB3],474.0,Three Children,39.805799991523514,2021-02-12,18:43:48,1900-01-02 10:32:48,M,2004-02-04,Tonga,(614)848-7129x293,Christopher,Rose,Christopher.Rose@gmail.com,GB89HPGO61885385464527,Christopher,Rose,06/23
830,"Kardamaina Kos, Greece (KRM)","KOULOURA AIGIOU, Greece (760)",F/B ELEFTHERIOS VENIZELOS,IONION PELAGOS NE,6.0,3.0,Cabin-4 Beds (Ext.) [A4],469.0,College Student,43.66965718436959,2007-08-17,05:11:14,1900-01-01 18:56:14,M,1974-03-28,Nigeria,894.837.7776,Brian,Sanchez,Brian.Sanchez@gmail.com,GB47IKWN97361919120218,Brian,Sanchez,05/26
831,"AGIOS NIKOLAOS KHALKIDIKES, Greece (706)","Kefalos Ko, Greece (KEF)",FLYING DOLPHIN 29,SEA SPEED FERRIES,3.0,3.0,Cabin-4 Beds [A4K],93.0,Hoplites,80.44411245846798,2002-02-16,20:59:51,1900-01-02 02:44:51,F,1981-08-23,Northern Mariana Islands,756-167-6827x28052,Jenny,Phillips,Jenny.Phillips@gmail.com,GB80GRAD21104152161369,Jenny,Phillips,08/27
832,"Kalamos Island (Lefkada), Greece (KAI)","Stavros Halkidikis, Greece (SHA)",SUPERFAST II,SEBECO LINES,1.0,2.0,Cabin-2 Beds (Ext.) [AA2],289.0,Three Children,64.50548694100979,1978-05-30,05:19:14,1900-01-01 06:48:14,F,1984-01-13,Montserrat,(767)268-7440x0931,Tanya,Salinas,Tanya.Salinas@gmail.com,GB12HSAW69809889323608,Tanya,Salinas,04/30
833,"Mytilene, Greece (MJT)","Nea Stira, Greece (NST)",AQUA JEWEL,ANES FERRIES,4.0,2.0,Cabin-2 Beds (Ext.) [A2],192.0,Hoplites,99.7105543399647,1972-04-07,18:18:58,1900-01-02 06:40:58,F,1999-12-01,Sri Lanka,3167587583,Angela,Burgess,Angela.Burgess@gmail.com,GB82YRME03284204622563,Angela,Burgess,03/31
