fromHarbor,toHarbor,ship,shippingFirm,passengers,vehicles,position,seatNumber,discount,price,departureDate,departureTime,arrivalTime,gender,birth_date,nationality,phone_number,firstName,lastName,email,cardNumber,creditName,creditSurame,creditExpiration
"Diafanion, Greece (DIA)","Tolo Argolidos, Greece (TLA)",BLUE STAR 2,ANEK LINES,9.0,1.0,Cabin-2 Beds (Ext.) [A2],328.0,Having many children,10.399118507919964,1980-10-08,07:42:33,1900-01-01 10:52:33,F,2001-12-27,Central African Republic,866.230.7332,Julie,Marshall,Julie.Marshall@gmail.com,GB73KYIO31394750273645,Julie,Marshall,09/32
"Rio, Greece (RIO)","Petani Beach, Greece (PEB)",ANDROS JET,AGIA MARINI NE,3.0,3.0,Cabin-4 Beds [AB4],383.0,No discount,22.926884625433235,1989-06-30,01:51:25,1900-01-01 07:36:25,F,1974-05-30,Barbados,015-141-5034,Alexandra,Rodriguez,Alexandra.Rodriguez@gmail.com,GB78ROII96702874017592,Alexandra,Rodriguez,01/25
"Methana, Greece (MEA)","Kalymnos, Greece (KMI)",AGIA THEODORA,SEAJETS,5.0,5.0,Cabin-2 Beds (Ext.) [A2],142.0,Three Children,29.99094982264203,1990-05-30,03:59:17,1900-01-01 08:22:17,F,2001-11-18,Saint Barthelemy,437.518.2386,Lisa,Martinez,Lisa.Martinez@gmail.com,GB67IRRP90902947085895,Lisa,Martinez,11/24
"Nafplion, Greece (NAF)","Kalathos Rodou, Greece (KLD)",F/B KRITI II,AGIA MARINI NE,9.0,10.0,Cabin-2 Beds (Ext.) [AA2],176.0,Three Children,72.97716193475442,1971-10-15,09:15:42,1900-01-01 14:54:42,M,1974-10-15,Oman,+1-607-998-6404,Edward,Khan,Edward.Khan@gmail.com,GB05WUJY06179264676261,Edward,Khan,07/28
"Revithoussa, Greece (REV)","Potamos Antikithera, Greece (POA)",FLYINGCAT 6,GOUTOS LINES,8.0,5.0,Cabin-2 Beds [A2K],363.0,Retired NAT,79.93603181648656,1985-11-09,00:59:11,1900-01-01 05:47:11,F,1982-12-29,Mayotte,393-279-6308,Carrie,Rice,Carrie.Rice@gmail.com,GB95VNYE36143431370079,Carrie,Rice,10/31
"Neapolis, Greece (NEA)","Nea Artaki, Greece (NAR)",NAXOS JET,SAOS,5.0,6.0,Cabin-4 Beds [AB4],64.0,Three Children,56.66738980345239,1971-08-29,21:32:21,1900-01-02 07:37:21,M,1989-03-12,Afghanistan,2120599519,Christopher,Morgan,Christopher.Morgan@gmail.com,GB86AWHE31290069764180,Christopher,Morgan,08/29
"Pteleos, Greece (PTE)","Rafina, Greece (RAF)",F/B KRITI I,AEGEAN FLYING DOLPHINS,9.0,3.0,Cabin-4 Beds [AB4],296.0,Hoplites,70.72378102488702,1991-03-26,04:09:31,1900-01-01 16:37:31,F,1991-12-14,Bangladesh,877.176.8811,Mary,Leach,Mary.Leach@gmail.com,GB25IOBH08638710161450,Mary,Leach,11/30
"Seriphos, Greece (SER)","Navpaktos, Greece (NPK)",EXPRESS SKIATHOS,KARISTIA,6.0,7.0,Cabin-2 Beds [A2K],435.0,No discount,30.2199944941712,1985-06-04,12:47:09,1900-01-01 23:31:09,F,1975-07-14,San Marino,030-299-3426,Janet,Mccann,Janet.Mccann@gmail.com,GB64PUON90755295772224,Janet,Mccann,10/30
"Kalathos Rodou, Greece (KLD)","Platania, Greece (PIA)",H/S/F OLYMPIC CHAMPION,IONION PELAGOS NE,9.0,6.0,Cabin-4 Beds (Ext.) [A4],169.0,College Student,66.52244922533146,2016-11-18,00:38:32,1900-01-01 13:25:32,M,1985-10-07,Chile,9728363295,Alexander,Young,Alexander.Young@gmail.com,GB58LBID78081251576724,Alexander,Young,08/24
"Ierapetra, Greece (IER)","Plataria, Greece (PTI)",H/S/F OLYMPIC CHAMPION,SAOS,4.0,1.0,Aviation Seat [ATS],24.0,Three Children,41.41278525224482,1978-12-24,18:56:50,1900-01-02 09:29:50,F,1994-07-25,Liberia,732.606.4596,Julia,Sanchez,Julia.Sanchez@gmail.com,GB03YAEZ86387529803424,Julia,Sanchez,10/28
"Agios Efstratios, Greece (AGO)","NIKETE KHALKIDIKES, Greece (796)",PROTEAS,SAOS,2.0,1.0,Cabin-2 Beds (Ext.) [A2],221.0,Three Children,34.88985693195761,2011-12-05,21:06:42,1900-01-01 23:53:42,F,1985-10-07,Tokelau,366-998-5482,Debra,Newman,Debra.Newman@gmail.com,GB82UZRU60906479966698,Debra,Newman,02/30
"MUTIKAS AITOL/NIAS, Greece (785)","Gavdos Chanea, Greece (GAD)",SEMPEKO,LEBANTE FERRIES,10.0,9.0,Cabin-4 Beds [A4K],500.0,Hoplites,94.17095860217162,2002-01-19,17:41:02,1900-01-02 00:50:02,M,1991-10-10,Dominica,(347)748-3995,Scott,Gallegos,Scott.Gallegos@gmail.com,GB19LRAC64477455976737,Scott,Gallegos,10/32
"Halki Dodekanison, Greece (HAL)","PLATAMONAS PIERIAS, Greece (816)",SUPERRUNNER JET,KERKYRAIKES GRAMMES,9.0,3.0,Cabin-3 Beds (Ext.) [A3],384.0,Retired NAT,53.789041395359014,1998-08-09,16:28:14,1900-01-01 21:12:14,F,1991-07-23,Timor-Leste,001-469-049-5250,Hannah,Davis,Hannah.Davis@gmail.com,GB67WJNV85160997647120,Hannah,Davis,08/26
"KUPARISSI LAKONIAS, Greece (762)","NEA POTIDAIA KHALKIDIKES, Greece (792)",Η/S/F KNOSSOS PALACΕ,MIKRES KYKLADES,3.0,1.0,Cabin-2 Beds (Ext.) [AA2],383.0,College Student,29.735477495724293,1992-03-14,06:16:09,1900-01-01 22:24:09,F,1978-11-18,Dominican Republic,505-634-8799,Cassidy,Barber,Cassidy.Barber@gmail.com,GB23GNNT92183344975826,Cassidy,Barber,07/25
"Perama, Greece (PER)","Kavala, Greece (KVA)",BLUE HORIZON,FAST FERRIES,3.0,3.0,Aviation Seat [ATS],140.0,Retired NAT,24.870749589132757,2022-11-30,15:43:24,1900-01-02 11:09:24,F,1998-12-18,Jersey,804.507.3771,Stephanie,Cunningham,Stephanie.Cunningham@gmail.com,GB80GITD29317531496973,Stephanie,Cunningham,06/26
"Kea (Tzia), Greece (KEA)","Patmos, Greece (PMS)",FLYINGCAT 4,SEBECO LINES,1.0,2.0,Cabin-4 Beds (Ext.) [A4],258.0,Hoplites,66.82219891590177,1998-10-21,02:46:09,1900-01-01 11:58:09,M,1972-06-17,Slovenia,485.576.2865,Charles,Davidson,Charles.Davidson@gmail.com,GB89KWIO40477359278104,Charles,Davidson,10/28
"TURGUTREIS, Greece (TR901)","NEA MEKHANIONA THES/NIKES, Greece (791)",F/B PREVELIS,TWOWAY FERRIES,6.0,6.0,Cabin-4 Beds [A4K],83.0,Hoplites,80.1061486621238,2000-10-25,20:45:03,1900-01-02 06:31:03,F,1984-02-14,Iran,(546)735-3608,Sally,Wilkinson,Sally.Wilkinson@gmail.com,GB60NXJY74060897278685,Sally,Wilkinson,05/30
"Samos, Greece (SMI)","MARPISSA PAROS, Greece (773)",SUPERFAST II,ALPHA LINES,6.0,1.0,Cabin-2 Beds (Ext.) [A2],339.0,Retired NAT,96.53575783362959,2023-08-05,20:20:50,1900-01-02 07:11:50,M,1988-04-13,Falkland Islands (Malvinas),(837)886-4075,Stephen,Miller,Stephen.Miller@gmail.com,GB89BPTN51482168868102,Stephen,Miller,04/25
"Kalilimenes, Greece (KLL)","Amfilochia, Greece (AMF)",EUDOKIA,MIKRES KYKLADES,1.0,2.0,Cabin-3 Beds [AB3],11.0,No discount,89.26091862415488,2007-04-29,05:36:51,1900-01-01 08:51:51,M,1975-01-26,Poland,305.058.6291,Daniel,Stevenson,Daniel.Stevenson@gmail.com,GB25TAFD34114495228507,Daniel,Stevenson,08/30
"Gavrion, Greece (GAV)","Leonidion, Greece (LND)",MARMARI EXPRESS,KARISTIA,2.0,1.0,Cabin-3 Beds [AB3],158.0,Having many children,57.12527917906961,1999-06-09,14:02:21,1900-01-02 09:08:21,M,1975-02-14,Tonga,663.382.6995,Ryan,Singh,Ryan.Singh@gmail.com,GB27GTAF00588759848238,Ryan,Singh,11/23
"Perama Geras Mytilinis, Greece (PGM)","Vatika Bay, Greece (VAB)",HIGH SPEED JET,ANE KALYMNOU,1.0,2.0,Cabin-4 Beds [AB4],34.0,College Student,75.73392080341029,1983-04-29,21:14:04,1900-01-02 15:13:04,F,1992-12-24,Mali,556.365.0652,Helen,Sweeney,Helen.Sweeney@gmail.com,GB23BZAI65762787923032,Helen,Sweeney,05/29
"Psakhna, Greece (PSA)","Orei, Greece (ORE)",THUNDER,TRITON FERRIES,5.0,3.0,Deck/Living Room [D] ,118.0,Having many children,89.41195022621804,2008-07-14,18:51:38,1900-01-01 23:06:38,F,1979-05-05,United States Minor Outlying Islands,019.475.8785,Meghan,Owens,Meghan.Owens@gmail.com,GB67WRJW97692211923647,Meghan,Owens,09/32
"Eleftheres, Greece (ELT)","Glyfada Saronikou, Greece (GFD)",AGIA THEODORA,SEA SPEED FERRIES,6.0,7.0,Cabin-2 Beds (Ext.) [AA2],500.0,Hoplites,50.724025538954585,2019-06-12,12:15:12,1900-01-01 21:34:12,F,1998-05-05,Japan,+1-680-705-3970,Laura,Valdez,Laura.Valdez@gmail.com,GB09VFMS06496208444587,Laura,Valdez,01/30
"Peyki Evvoias, Greece (PYV)","PLAKIAS RETHIMNOU (OLD LOCODE), Greece (855)",DIONYSIOS SOLOMOS,SEBECO LINES,3.0,1.0,Cabin-3 Beds [AB3],64.0,No discount,92.47793921633321,2016-02-11,23:09:59,1900-01-02 15:09:59,F,1993-06-02,Saint Vincent and the Grenadines,+1-505-751-0933,Samantha,Greene,Samantha.Greene@gmail.com,GB84RYWG78859597574392,Samantha,Greene,09/29
"Aigiali Amorgou, Greece (AIG)","Kiparissia, Greece (KIP)",NISOS KALIMNOS,TWOWAY FERRIES,3.0,3.0,Cabin-4 Beds (Ext.) [A4],127.0,Hoplites,23.879212847129068,1974-04-21,04:12:57,1900-01-01 15:41:57,M,1981-02-25,Egypt,2410600842,Gerald,Lynch,Gerald.Lynch@gmail.com,GB11SHXK29309065881949,Gerald,Lynch,05/29
"Glyfa Fthiotidas, Greece (GLY)","Rio, Greece (RIO)",MEGAJET,ANE KALYMNOU,2.0,3.0,Cabin-4 Beds (Ext.) [A4],163.0,Having many children,47.264239925013214,1996-09-04,01:46:37,1900-01-01 07:50:37,M,1997-09-17,Solomon Islands,+1-614-961-6149,Johnny,Johnson,Johnny.Johnson@gmail.com,GB36AMKE78877395084386,Johnny,Johnson,12/31
"Kastos Island, Greece (KSI)","PSATHOPURGOS AKHAIAS, Greece (848)",FLYING DOLPHIN 29,SEA SPEED FERRIES,4.0,2.0,Cabin-3 Beds (Ext.) [A3],21.0,No discount,21.795297502926058,2007-05-06,02:16:47,1900-01-01 17:34:47,M,1998-08-23,Netherlands,152-737-0584,Timothy,Boyer,Timothy.Boyer@gmail.com,GB81YJML58003294425439,Timothy,Boyer,07/24
"Spetsai, Greece (SPE)","KORTHION ANDROU, Greece (755)",FIOR DI LEVANTE,KERKYRAIKES GRAMMES,10.0,6.0,Cabin-3 Beds [AB3],254.0,Retired NAT,30.450126142301443,2017-11-24,10:22:22,1900-01-01 16:58:22,F,1991-08-08,American Samoa,948-758-4790,Angela,Smith,Angela.Smith@gmail.com,GB60HKKK81823170806827,Angela,Smith,03/32
"Adamas Milos, Greece (ADL)","Lavrion (Laurium), Greece (LAV)",KEFALONIA,ANES FERRIES,3.0,2.0,Cabin-4 Beds (Ext.) [A4],11.0,Hoplites,48.05852154371768,2016-05-13,14:07:44,1900-01-02 07:02:44,F,1975-11-03,Mexico,1711920070,Sarah,Harris,Sarah.Harris@gmail.com,GB55JOKU54628381232570,Sarah,Harris,05/31
"Moudhros, Greece (MDR)","Karystos, Greece (KST)",F/B IONIS,IONION PELAGOS NE,4.0,3.0,Cabin-3 Beds [AB3],217.0,College Student,54.709807612342885,1980-12-27,23:13:49,1900-01-02 04:35:49,M,1978-08-13,Tanzania,001-029-517-2447,Jacob,Jordan,Jacob.Jordan@gmail.com,GB30BLYL44814914600683,Jacob,Jordan,03/25
"Tsingeli, Greece (TSI)","AGIA GALINI RETHIMNOU (OLD LOCODE), Greece (701)",VENUS 1,TWOWAY FERRIES,5.0,4.0,Cabin-4 Beds [A4K],468.0,No discount,29.039493500860374,2003-03-31,02:43:18,1900-01-01 08:43:18,F,1994-09-25,Jordan,+1-900-389-4943,Elizabeth,Newman,Elizabeth.Newman@gmail.com,GB05FBSU80413654822531,Elizabeth,Newman,06/31
"Lavrion (Laurium), Greece (LAV)","PLATAMONAS PIERIAS, Greece (816)",DODEKANISOS PRIDE,ANEK LINES,6.0,7.0,Cabin-4 Beds [AB4],79.0,Having many children,50.64792163851457,1997-04-25,18:59:43,1900-01-02 12:17:43,M,2001-04-19,Lesotho,(965)267-5065,Mark,Jackson,Mark.Jackson@gmail.com,GB39SIRQ06014743091009,Mark,Jackson,11/29
"KERAMEIA LESVOS, Greece (751)","Anafi, Greece (ANA)",VENUS 1,IONION PELAGOS NE,1.0,2.0,Aviation Seat [ATS],426.0,College Student,20.499305764664864,1999-05-05,16:14:03,1900-01-01 18:52:03,M,1996-07-08,Lithuania,(205)451-2499,Robert,Moore,Robert.Moore@gmail.com,GB48YSDU32644431231758,Robert,Moore,08/32
"Samos, Greece (SMI)","Ancona, Greece (ITAOI)",ALKINOOS,KARISTIA,6.0,2.0,Cabin-3 Beds [AB3],325.0,Retired NAT,52.58215949649015,2022-03-02,01:42:22,1900-01-01 04:52:22,M,1975-08-30,Saint Pierre and Miquelon,2870109364,Eric,Kim,Eric.Kim@gmail.com,GB47OQZJ54550665150954,Eric,Kim,02/24
"MULOI ARGOUS, Greece (784)","Seriphos, Greece (SER)",Η/S/F KYDON PALACΕ,IONION PELAGOS NE,4.0,1.0,Deck/Living Room [D] ,403.0,College Student,82.21730623037625,2002-10-10,04:35:25,1900-01-01 12:06:25,F,2001-07-06,Namibia,129-915-8289,Lisa,Lee,Lisa.Lee@gmail.com,GB54OGZQ20104725402980,Lisa,Lee,06/25
"Altsi, Greece (ATS)","MUTIKAS AITOL/NIAS, Greece (785)",H/S/F OLYMPIC CHAMPION,SEBECO LINES,4.0,4.0,Cabin-4 Beds [A4K],61.0,Three Children,34.640910716409394,2016-03-03,05:55:04,1900-01-01 23:36:04,M,1980-05-24,Ghana,(455)756-8093,Nicholas,Rivera,Nicholas.Rivera@gmail.com,GB36HWWL79816803376391,Nicholas,Rivera,12/23
"Platania, Greece (PIA)","Venice, Greece (ITVCE)",BLUE HORIZON,NOVA FERRIES,1.0,2.0,Cabin-3 Beds [AB3],377.0,Three Children,81.37023006223006,1984-07-07,22:04:21,1900-01-02 16:14:21,F,1979-10-06,Congo,994-355-7439,Jennifer,Green,Jennifer.Green@gmail.com,GB82VQGV20331617391657,Jennifer,Green,04/30
"Naxos, Greece (JNX)","Trypiti Chalkidikis, Greece (TRY)",MENEKRATIS,LEBANTE FERRIES,3.0,4.0,Cabin-4 Beds (Ext.) [A4],93.0,Retired NAT,23.309304552780063,2004-07-08,11:58:58,1900-01-01 18:16:58,M,1998-02-03,Cocos (Keeling) Islands,(329)787-1971,Tyler,Robinson,Tyler.Robinson@gmail.com,GB54WGHO20283292111530,Tyler,Robinson,10/29
"Kardamyla, Greece (KDM)","Thessi Kyrillo, Greece (TKO)",EKATERINI P,ZANTE FERRIES ,8.0,8.0,Cabin-4 Beds [AB4],498.0,College Student,94.71711993507868,1980-01-31,20:11:33,1900-01-02 05:16:33,F,1980-10-28,Falkland Islands (Malvinas),(342)143-6933,Elizabeth,Hawkins,Elizabeth.Hawkins@gmail.com,GB78EWOS13232983337336,Elizabeth,Hawkins,05/32
"Mathraki Diapontioi Island, Greece (MTR)","Petani Beach, Greece (PEB)",IONION PELAGOS,TRITON FERRIES,8.0,3.0,Deck/Living Room [D] ,279.0,College Student,34.50514492918617,2012-06-04,01:09:14,1900-01-01 11:38:14,F,1992-07-10,Chile,001-001-575-8024,Sarah,Howard,Sarah.Howard@gmail.com,GB98WDAF09079094289648,Sarah,Howard,04/26
"Mytilene, Greece (MJT)","Mykonos, Greece (JMK)",SUPERFAST I,SEBECO LINES,2.0,2.0,Cabin-4 Beds (Ext.) [A4],270.0,College Student,47.09165296642644,1972-11-12,20:48:28,1900-01-02 00:35:28,F,1992-10-14,Venezuela,(285)626-7431,Alyssa,Stanton,Alyssa.Stanton@gmail.com,GB15JRDK02755973042170,Alyssa,Stanton,08/23
"MUTIKAS AITOL/NIAS, Greece (785)","Agia Roumeli, Greece (ROU)",NIKOLAOS,NOVA FERRIES,2.0,3.0,Aviation Seat [ATS],475.0,Retired NAT,96.08403964047444,2006-01-05,19:27:10,1900-01-02 00:36:10,F,1999-07-16,Saint Kitts and Nevis,3573107511,Jessica,Warren,Jessica.Warren@gmail.com,GB90TYOF84385495806657,Jessica,Warren,02/25
"Andirrion, Greece (ANT)","KSULOKASTRO KORINTHIAS, Greece (798)",KALYMNOS DOLPHIN,SARONIC FERRIES,4.0,3.0,Cabin-3 Beds (Ext.) [A3],78.0,Having many children,44.96969437459986,2018-09-18,01:01:21,1900-01-01 18:53:21,F,1971-01-17,Brunei Darussalam,267-669-3138,Mary,Perry,Mary.Perry@gmail.com,GB79UYEG37793900297079,Mary,Perry,07/26
"AGIA GALINI RETHIMNOU (OLD LOCODE), Greece (701)","Kythnos, Greece (KYT)",BLUE STAR MYCONOS,SEA SPEED FERRIES,4.0,5.0,Aviation Seat [ATS],161.0,Retired NAT,62.11587745185425,1975-10-20,07:31:51,1900-01-01 15:57:51,M,1976-01-28,Gabon,401.642.9262,Jerry,Mitchell,Jerry.Mitchell@gmail.com,GB38UMGA97617160318551,Jerry,Mitchell,06/32
"Stavros Halkidikis, Greece (SHA)","Methana, Greece (MEA)",WORLDCHAMPION JET,KATEROS,9.0,10.0,Cabin-4 Beds [AB4],359.0,College Student,55.88328923414884,2020-09-28,03:09:43,1900-01-01 18:30:43,M,1973-07-22,Tokelau,4870691962,Joseph,Marshall,Joseph.Marshall@gmail.com,GB14BDJT39331983345204,Joseph,Marshall,07/28
"Malessina, Greece (MSA)","Katakolon, Greece (KAK)",EUDOKIA,LEBANTE FERRIES,6.0,2.0,Cabin-3 Beds [AB3],161.0,Three Children,98.19726421617797,1997-05-24,04:07:57,1900-01-01 13:19:57,F,1979-01-13,Cayman Islands,384.374.2906,Gwendolyn,Brown,Gwendolyn.Brown@gmail.com,GB27ZWEV96942098651723,Gwendolyn,Brown,08/30
"NEA MEKHANIONA THES/NIKES, Greece (791)","Agia Roumeli, Greece (ROU)",PAROS JET,TWOWAY FERRIES,2.0,2.0,Cabin-3 Beds (Ext.) [A3],146.0,Three Children,98.30066033556524,2010-11-30,01:59:24,1900-01-01 09:45:24,M,1978-01-20,Ecuador,694-145-8758,Joseph,Hoover,Joseph.Hoover@gmail.com,GB30CJYZ25759229049643,Joseph,Hoover,11/24
"Pitra, Greece (PIT)","KHOREUTO BOLOU, Greece (847)",FLYINGCAT 6,DODEKANISSOS SEAWAYS,6.0,2.0,Cabin-3 Beds (Ext.) [A3],82.0,Retired NAT,60.64788877957054,2016-06-20,12:25:08,1900-01-02 03:16:08,F,1999-12-26,Jersey,1596064747,Kathy,Strickland,Kathy.Strickland@gmail.com,GB42FJIU00798541054672,Kathy,Strickland,06/29
"Agia Kyriaki (Trikeri Magnisia), Greece (AKM)","Samos, Greece (SMI)",TERA JET,ZANTE FERRIES ,4.0,5.0,Cabin-4 Beds (Ext.) [A4],229.0,Having many children,89.8737975640035,1976-09-30,04:01:08,1900-01-01 11:54:08,F,1973-08-22,Liechtenstein,+1-862-246-4785,Brenda,Humphrey,Brenda.Humphrey@gmail.com,GB85CYPN36656789338014,Brenda,Humphrey,05/24
"Ormos Panormou, Greece (PNT)","Palaia Epidavros, Greece (PEP)",Η/S/F KYDON PALACΕ,TWOWAY FERRIES,7.0,1.0,Cabin-2 Beds (Ext.) [AA2],298.0,Three Children,37.74761762469801,1988-10-06,04:13:22,1900-01-01 05:16:22,M,1991-07-21,Niger,248.897.4535,Walter,Jacobs,Walter.Jacobs@gmail.com,GB35QFOJ86317477212389,Walter,Jacobs,02/30
"Agia Roumeli, Greece (ROU)","Adamas Milos, Greece (ADL)",FLYINGCAT 6,NOVA FERRIES,9.0,6.0,Aviation Seat [ATS],400.0,Having many children,90.9000428182129,2021-09-18,01:18:33,1900-01-01 13:19:33,F,1973-05-21,Albania,5103635879,Cheryl,Small,Cheryl.Small@gmail.com,GB43TOCP19755452453081,Cheryl,Small,11/30
"Poros Trizinias, Greece (PTR)","Zakynthos, Greece (ZTH)",NISOS KALIMNOS,SAOS,8.0,2.0,Cabin-2 Beds (Ext.) [A2],79.0,Retired NAT,90.13498480645345,1985-06-08,10:33:04,1900-01-01 21:53:04,M,1983-03-12,Tuvalu,(251)257-1956,Ethan,Hughes,Ethan.Hughes@gmail.com,GB79LNDY63810741409266,Ethan,Hughes,03/32
"Prinos Thassou, Greece (PPI)","Thymaina Island, Greece (THM)",SPORADES STAR,KATEROS,4.0,1.0,Cabin-2 Beds (Ext.) [A2],89.0,Retired NAT,37.2119009655062,1998-09-20,01:56:25,1900-01-01 12:32:25,F,2002-06-26,Philippines,0041223068,Nicole,Long,Nicole.Long@gmail.com,GB31VQRF89080446396622,Nicole,Long,05/30
"Plakias Rethimnou, Greece (ALG)","Tilos, Greece (TIL)",SUPERRUNNER JET,SARONIC FERRIES,9.0,4.0,Cabin-3 Beds [AB3],43.0,College Student,51.906478699101235,2007-09-01,17:09:47,1900-01-02 07:05:47,F,1972-05-09,Burkina Faso,997.517.5627,Elizabeth,Rice,Elizabeth.Rice@gmail.com,GB04ADBA57073485147215,Elizabeth,Rice,05/25
"KOULOURA AIGIOU, Greece (760)","Agia Marina Aiginas, Greece (AMR)",ANTIGONI,AEGEAN FLYING DOLPHINS,4.0,3.0,Cabin-4 Beds [AB4],15.0,Having many children,21.774295707655305,2006-11-24,08:04:51,1900-01-01 10:54:51,F,1989-08-01,Mauritius,001-455-911-5766,Carol,Mccullough,Carol.Mccullough@gmail.com,GB52XHCQ27039786068871,Carol,Mccullough,01/33
"TURGUTREIS, Greece (TR901)","Pylos, Greece (PYL)",BLUE HORIZON,SEAJETS,10.0,8.0,Aviation Seat [ATS],326.0,Three Children,13.770700603362123,1976-03-11,02:53:51,1900-01-01 19:30:51,M,1997-03-02,Bahrain,6370395279,Patrick,Holland,Patrick.Holland@gmail.com,GB67CDQI12095765920246,Patrick,Holland,03/30
"Malessina, Greece (MSA)","NIKETE KHALKIDIKES, Greece (796)",VENUS 1,ANEK LINES,8.0,9.0,Cabin-2 Beds (Ext.) [A2],49.0,Having many children,77.61924369420039,1989-10-16,07:35:31,1900-01-02 02:35:31,M,1974-06-21,Burkina Faso,4401735827,Joshua,Rodriguez,Joshua.Rodriguez@gmail.com,GB02ZRNF73955047033999,Joshua,Rodriguez,12/32
"AGIOS NIKOLAOS KHALKIDIKES, Greece (706)","Perama Geras Mytilinis, Greece (PGM)",OLYMPUS,ΑΤΤΙCA GROUP,10.0,8.0,Cabin-4 Beds [AB4],30.0,Three Children,35.06952087245821,1975-11-01,04:29:20,1900-01-01 05:37:20,F,1993-08-02,Central African Republic,775.563.7240,Laura,Butler,Laura.Butler@gmail.com,GB75XNQG57263660796452,Laura,Butler,04/24
"Bari, Greece (ITBRI)","Schinousa Kykladon, Greece (SHC)",F/B IONIS,MINOAN LINES,4.0,4.0,Cabin-4 Beds (Ext.) [A4],146.0,Retired NAT,79.3105002566581,2012-02-09,05:55:47,1900-01-02 01:06:47,F,1973-09-05,Liechtenstein,+1-314-525-1948,Angela,Ferguson,Angela.Ferguson@gmail.com,GB07OSHK92567483383333,Angela,Ferguson,11/29
"STOMIO KORINTHIAS, Greece (833)","MARATHOUPOLE MESSENIAS, Greece (772)",SUPERJET,FAST FERRIES,2.0,1.0,Cabin-3 Beds [AB3],388.0,Having many children,61.16901691714851,1972-09-25,14:03:57,1900-01-01 17:25:57,F,1987-06-02,Iceland,001-282-318-6194,Victoria,Peterson,Victoria.Peterson@gmail.com,GB19FWXR57884329436452,Victoria,Peterson,01/26
"MAKRONISOS, Greece (856)","Nea Kallikratia, Greece (NKA)",THUNDER,ZANTE FERRIES ,1.0,1.0,Cabin-2 Beds (Ext.) [A2],10.0,Hoplites,89.00186876754942,2021-07-10,14:23:20,1900-01-01 17:22:20,F,1994-04-25,French Guiana,848.612.1265,Pamela,Roberts,Pamela.Roberts@gmail.com,GB19GXWH91221550518978,Pamela,Roberts,02/24
"Oia Kyklades, Greece (OIK)","LOUTRAKI KORINTHIAS, Greece (769)",F/B PREVELIS,ANES FERRIES,1.0,1.0,Cabin-4 Beds [AB4],321.0,No discount,58.63400043886203,1995-02-20,10:46:44,1900-01-02 00:32:44,M,1974-05-19,Solomon Islands,(666)240-1450,Connor,Harris,Connor.Harris@gmail.com,GB59MPAY39296262712770,Connor,Harris,01/28
"Vouliagmeni, Greece (VLM)","Linaria, Greece (LIA)",VENUS 1,ZANTE FERRIES ,1.0,2.0,Cabin-4 Beds [AB4],228.0,Retired NAT,39.31054507679873,1994-09-30,16:54:10,1900-01-01 20:29:10,F,1981-02-07,Haiti,1999521967,Donna,Austin,Donna.Austin@gmail.com,GB62OHSR43317733279090,Donna,Austin,10/28
"PLAKIAS RETHIMNOU (OLD LOCODE), Greece (855)","Edipsos, Greece (EDI)",RAPIDLINK JET,GOUTOS LINES,4.0,2.0,Cabin-4 Beds [AB4],177.0,Retired NAT,41.45652194486341,2016-05-01,08:32:02,1900-01-01 22:34:02,M,1982-09-23,Saint Pierre and Miquelon,(640)655-8174,Christopher,Scott,Christopher.Scott@gmail.com,GB34UTEU10953699549092,Christopher,Scott,06/23
"Korinthos, Greece (KRT)","LOUTRAKI KORINTHIAS, Greece (769)",ZEFYROS,SAOS,6.0,1.0,Deck/Living Room [D] ,99.0,College Student,68.54383648706474,2017-11-26,14:30:23,1900-01-02 07:01:23,F,1983-10-31,Holy See (Vatican City State),(698)553-8543,Melissa,Johnson,Melissa.Johnson@gmail.com,GB09QYQS44473625009171,Melissa,Johnson,10/23
"Istanbul, Greece (TR-IST)","MELINE BOLOU, Greece (777)",BLUE STAR DELOS,SARONIC FERRIES,8.0,5.0,Deck/Living Room [D] ,385.0,College Student,20.58592971050601,2010-03-20,19:52:37,1900-01-02 05:52:37,M,1993-09-28,French Guiana,156.456.0211,Sergio,Santos,Sergio.Santos@gmail.com,GB63KMHJ02562345477736,Sergio,Santos,04/28
"Dombraina Boiotias, Greece (DMB)","KOTRONAS LAKONIAS, Greece (757)",PAROS JET,KATEROS,6.0,2.0,Cabin-2 Beds (Ext.) [AA2],238.0,Hoplites,92.89266082346461,1998-09-05,01:39:29,1900-01-01 21:28:29,M,1973-04-20,Korea,728-987-0157,William,Carter,William.Carter@gmail.com,GB41ELPQ18036403273508,William,Carter,03/27
"Aliverio, Greece (LVR)","Agia Marina Lerou, Greece (AML)",APOLLON HELLAS,SEA SPEED FERRIES,9.0,1.0,Cabin-2 Beds [A2K],201.0,Retired NAT,66.95868170864945,1989-06-03,14:38:01,1900-01-02 03:48:01,F,1978-05-22,Wallis and Futuna,(191)283-5546,Jennifer,Owens,Jennifer.Owens@gmail.com,GB55JOJT26475823963777,Jennifer,Owens,03/24
"Nea Stira, Greece (NST)","Lefkandi, Greece (LEF)",BLUE STAR PAROS,LEBANTE FERRIES,3.0,4.0,Cabin-2 Beds (Ext.) [AA2],66.0,College Student,31.141079114296563,2012-02-22,04:57:31,1900-01-01 23:09:31,M,1987-04-03,Japan,854-101-0964,Eric,Melendez,Eric.Melendez@gmail.com,GB82ZDJL65465078246189,Eric,Melendez,06/26
