	fromHarbor	toHarbor	ship	shippingFirm	passengers	vehicles	position	seatNumber	discount	price	departureDate	departureTime	arrivalTime	gender	birth_date	nationality	phone_number	firstName	lastName	email	cardNumber	creditName	creditSurame	creditExpiration
766	Nea Karvali, Greece (NKV)	Saint George, Greece (SGB)	PROTEAS	AEGEAN FLYING DOLPHINS	6.0	5.0	Cabin-4 Beds [A4K]	217.0	Having many children	51.6312479951703	2000-12-16	17:09:18	1900-01-02 07:02:18	M	1982-07-03	Togo	(270)992-8330	Kristopher	Johnson	Kristopher.Johnson@gmail.com	GB03RDTP01085385035780	Kristopher	Johnson	05/29
767	KERAMEIA LESVOS, Greece (751)	Agiokampos Larissas, Greece (AGK)	F/B ELEFTHERIOS VENIZELOS	ANEK LINES	8.0	8.0	Cabin-4 Beds [A4K]	238.0	Hoplites	98.72761536848272	1977-09-20	11:41:59	1900-01-01 16:35:59	M	1986-03-10	Djibouti	547.879.2171	William	Steele	William.Steele@gmail.com	GB39ZBZS13465014054457	William	Steele	05/31
768	Kastellorizou (ex Megisti), Greece (KAS)	Moutsouna, Greece (MOU)	Η/S/F FESTOS PALACΕ	GOUTOS LINES	10.0	7.0	Cabin-4 Beds [A4K]	220.0	College Student	22.356298010966057	2017-10-09	23:51:37	1900-01-02 14:55:37	M	1972-10-28	Togo	831.055.7248	Patrick	Smith	Patrick.Smith@gmail.com	GB91DWUC42542063464476	Patrick	Smith	10/29
769	Aspropirgos, Greece (ASS)	Sougia Chanion, Greece (SOG)	PANAGIA SPILIANI	DODEKANISSOS SEAWAYS	4.0	1.0	Cabin-2 Beds (Ext.) [AA2]	369.0	Having many children	93.0580032041727	2018-06-27	00:45:54	1900-01-01 19:22:54	M	2003-03-20	Russian Federation	1617339125	Adam	Cunningham	Adam.Cunningham@gmail.com	GB85DAUI86165485849665	Adam	Cunningham	04/31
770	Kimolos, Greece (KMS)	MAKRE EBROU, Greece (770)	NISOS SAMOS	ΑΤΤΙCA GROUP	2.0	1.0	Cabin-4 Beds (Ext.) [A4]	95.0	No discount	57.43646771123122	1986-04-30	14:15:47	1900-01-02 06:46:47	M	1982-07-26	Guinea	7798455757	Charles	Brown	Charles.Brown@gmail.com	GB16WFZH34673023420305	Charles	Brown	07/23
771	Oropos, Greece (ORO)	Glyfa Fthiotidas, Greece (GLY)	SEAJET2	SEAJETS	2.0	1.0	Cabin-2 Beds (Ext.) [AA2]	198.0	Three Children	98.45971759618996	2016-01-23	21:05:06	1900-01-02 17:01:06	F	1985-05-23	Saudi Arabia	(970)300-5409	Michelle	Aguilar	Michelle.Aguilar@gmail.com	GB11NNQL61397835091158	Michelle	Aguilar	09/27
772	KOULOURA AIGIOU, Greece (760)	PLAKA LEMNOU, Greece (815)	AQUA JEWEL	MIKRES KYKLADES	9.0	4.0	Deck/Living Room [D] 	146.0	Three Children	29.709046539657948	2018-12-20	02:40:16	1900-01-01 06:51:16	F	1984-11-08	Niger	464-621-4729	Teresa	Andrews	Teresa.Andrews@gmail.com	GB96LVBQ05275401798160	Teresa	Andrews	02/24
773	Rio, Greece (RIO)	Skopelos, Greece (SKO)	RAPIDLINK JET	DODEKANISSOS SEAWAYS	10.0	6.0	Cabin-4 Beds (Ext.) [A4]	52.0	Retired NAT	80.77227031503953	2003-05-13	08:05:16	1900-01-01 14:43:16	F	2001-09-17	Bolivia	6121752468	Jacqueline	Carlson	Jacqueline.Carlson@gmail.com	GB07SDMG64881813525269	Jacqueline	Carlson	04/32
774	Perama Geras Mytilinis, Greece (PGM)	KERAMEIA LESVOS, Greece (751)	STAVROS	SAOS	5.0	5.0	Cabin-2 Beds [A2K]	51.0	Retired NAT	17.771002902604337	2018-04-16	22:55:19	1900-01-02 01:09:19	F	1974-08-26	Niger	052-553-3080x599	Leslie	Shaffer	Leslie.Shaffer@gmail.com	GB26TATF37233432756095	Leslie	Shaffer	08/23
775	AGIOS IOANNES MAGNESIAS, Greece (705)	Kimi (Kymi), Greece (KIM)	SEAJET2	ALPHA LINES	5.0	6.0	Deck/Living Room [D] 	20.0	Hoplites	40.13541795578097	1989-09-05	07:03:13	1900-01-01 11:15:13	F	1994-04-11	Bangladesh	3666678085	Heather	Johnson	Heather.Johnson@gmail.com	GB42ASDM59547092456797	Heather	Johnson	12/29
776	NEOS MARMARAS KHALKIDIKES, Greece (793)	Dafni, Greece (DAF)	CHAMPION JET1	KARISTIA	6.0	3.0	Cabin-4 Beds (Ext.) [A4]	337.0	Having many children	25.147589650777025	2017-01-19	00:14:00	1900-01-01 09:45:00	F	1978-05-30	Korea	290.578.1423	Mary	Hicks	Mary.Hicks@gmail.com	GB31MWEA85181842961331	Mary	Hicks	11/26
777	MARONEIA AG. KHARALAMPOU, Greece (099)	Brindisi, Greece (ITBDS)	SPEEDCAT 1	TWOWAY FERRIES	3.0	3.0	Deck/Living Room [D] 	355.0	College Student	62.50451160889658	1991-05-17	05:47:53	1900-01-01 22:37:53	M	1984-01-04	Angola	9198638820	Jeffery	Nguyen	Jeffery.Nguyen@gmail.com	GB31FGRI01212363348973	Jeffery	Nguyen	12/28
778	Lixuri, Greece (LIX)	Altsi, Greece (ATS)	OLYMPUS	DODEKANISSOS SEAWAYS	8.0	1.0	Cabin-4 Beds [A4K]	294.0	Hoplites	11.68833734470108	2015-05-28	11:07:54	1900-01-01 15:39:54	M	1984-11-08	Korea	001-906-558-2030x9467	Steve	Turner	Steve.Turner@gmail.com	GB51AVTS03958368600071	Steve	Turner	06/24
779	Kimasi, Greece (KYM)	Mykonos, Greece (JMK)	FLYINGCAT 3	TRITON FERRIES	10.0	4.0	Cabin-3 Beds (Ext.) [A3]	34.0	Retired NAT	57.84648101349238	1979-04-06	00:08:15	1900-01-01 12:08:15	M	1981-12-14	Austria	634-621-1184x209	Ricardo	Smith	Ricardo.Smith@gmail.com	GB96GMPS66699048639291	Ricardo	Smith	07/31
780	Kefalos Ko, Greece (KEF)	Elaiokhoria, Greece (XZX)	F/B PREVELIS	MINOAN LINES	8.0	5.0	Cabin-3 Beds [AB3]	256.0	Having many children	84.7179285454286	1978-07-11	11:28:19	1900-01-02 07:00:19	F	1996-07-24	Dominican Republic	072.242.3609x46792	Chelsea	Chapman	Chelsea.Chapman@gmail.com	GB64GQUG21728990909286	Chelsea	Chapman	12/27
781	Mathraki Diapontioi Island, Greece (MTR)	Aliverio, Greece (LVR)	F/B KRITI II	NOVA FERRIES	10.0	2.0	Cabin-4 Beds [AB4]	200.0	Hoplites	18.334975190360197	2015-06-20	10:53:21	1900-01-01 15:09:21	F	1979-07-24	Brazil	019-882-6903x73479	Laurie	Avila	Laurie.Avila@gmail.com	GB16KHKK53982565918320	Laurie	Avila	01/29
782	Agios Konstantinos, Greece (AKO)	Prinos Thassou, Greece (PPI)	CORFU SPIRIT	SEAJETS	4.0	5.0	Cabin-2 Beds (Ext.) [A2]	397.0	Hoplites	22.462162017894517	2022-04-10	00:29:01	1900-01-01 02:18:01	F	1976-10-13	Sweden	033-967-3522	Amy	Black	Amy.Black@gmail.com	GB73FCBK66789759815352	Amy	Black	11/32
783	Koilas Ermionidos, Greece (KIN)	Plakias Rethimnou, Greece (ALG)	NIKOLAOS	MINOAN LINES	1.0	2.0	Cabin-2 Beds (Ext.) [A2]	181.0	Retired NAT	22.840441246814212	2019-09-23	10:57:13	1900-01-01 23:21:13	F	1977-04-25	Barbados	328.805.7482x8843	Sarah	Scott	Sarah.Scott@gmail.com	GB74ONFA50733912704980	Sarah	Scott	10/25
784	Aktio Vonitsas, Greece (AKT)	MAKRE EBROU, Greece (770)	BLUE STAR PAROS	FAST FERRIES	6.0	3.0	Cabin-3 Beds (Ext.) [A3]	242.0	Three Children	80.99708527728552	1971-04-18	16:30:02	1900-01-01 23:19:02	F	1989-01-27	South Georgia and the South Sandwich Islands	(645)450-2189	Connie	French	Connie.French@gmail.com	GB79JHEF83476516233904	Connie	French	03/23
785	Petani Beach, Greece (PEB)	Itea, Greece (ITA)	KALYMNOS DOLPHIN	KATEROS	10.0	9.0	Cabin-2 Beds [A2K]	44.0	Having many children	68.21794217203794	1996-08-23	20:30:49	1900-01-02 15:37:49	F	1995-12-25	Comoros	(881)969-3908	Molly	Griffin	Molly.Griffin@gmail.com	GB42FKZP56047427403683	Molly	Griffin	09/24
786	TUROS ARKADIAS, Greece (840)	Kavala, Greece (KVA)	ANO CHORA	NOVA FERRIES	10.0	9.0	Aviation Seat [ATS]	414.0	Hoplites	45.75952769736824	1996-05-17	07:39:02	1900-01-01 16:28:02	M	1975-05-01	Jamaica	897-012-6678x4430	Robert	Wilson	Robert.Wilson@gmail.com	GB57CCEB67731179772816	Robert	Wilson	03/26
787	Petani Beach, Greece (PEB)	PALAIROS AITOLOAKARNANIAS, Greece (803)	PROTEAS	FAST FERRIES	3.0	1.0	Cabin-2 Beds (Ext.) [A2]	258.0	Having many children	42.93943285051961	2013-12-10	18:25:13	1900-01-02 06:55:13	M	1986-10-01	Vanuatu	909-744-1098x31998	Richard	Foster	Richard.Foster@gmail.com	GB65RJVY53701451434906	Richard	Foster	04/28
788	Rafina, Greece (RAF)	Bari, Greece (ITBRI)	DIONYSIOS SOLOMOS	ANE KALYMNOU	4.0	2.0	Cabin-2 Beds [A2K]	163.0	College Student	61.364448186165575	1990-11-03	19:24:26	1900-01-01 22:17:26	F	1995-10-21	Mauritania	(942)850-5380x68197	Elizabeth	Compton	Elizabeth.Compton@gmail.com	GB56BSUD63765858720929	Elizabeth	Compton	03/26
789	PORTO KAGIO LAKONIAS, Greece (820)	Palaia Fokaia, Greece (PFA)	FLYINGCAT 3	SEA SPEED FERRIES	4.0	4.0	Cabin-4 Beds (Ext.) [A4]	382.0	Having many children	48.10911489718534	2017-03-07	05:43:35	1900-01-01 06:43:35	M	2001-02-09	Jordan	8475633401	James	Woods	James.Woods@gmail.com	GB31QGYF23571242502950	James	Woods	12/27
790	NIKETE KHALKIDIKES, Greece (796)	Aigiali Amorgou, Greece (AIG)	BLUE STAR MYCONOS	TWOWAY FERRIES	8.0	8.0	Cabin-3 Beds [AB3]	332.0	Retired NAT	48.88069652433224	2002-09-24	12:27:21	1900-01-01 17:10:21	M	1990-01-02	United States Minor Outlying Islands	(865)609-0388	George	Mercer	George.Mercer@gmail.com	GB58LSOY04995779925235	George	Mercer	02/32
791	Navpaktos, Greece (NPK)	Tsingeli, Greece (TSI)	ARTEMIS	KERKYRAIKES GRAMMES	9.0	6.0	Cabin-2 Beds (Ext.) [A2]	375.0	Having many children	37.41817935985699	1998-10-11	22:19:05	1900-01-02 09:46:05	F	1999-01-20	Mayotte	710-595-8797x173	Andrea	Espinoza	Andrea.Espinoza@gmail.com	GB66GPHR96104130382216	Andrea	Espinoza	02/28
792	Dombraina Boiotias, Greece (DMB)	Sigri Lesvou, Greece (SGR)	MARE DI LEVANTE	ANES FERRIES	4.0	2.0	Cabin-3 Beds [AB3]	106.0	College Student	75.80301060431901	2001-06-04	02:16:10	1900-01-01 03:43:10	M	2001-01-23	Switzerland	692-261-7346x814	Justin	Roberts	Justin.Roberts@gmail.com	GB48SVGQ98814742116120	Justin	Roberts	02/33
793	Antikyra, Greece (ATK)	Schinousa Kykladon, Greece (SHC)	FOIVOS	ALPHA LINES	4.0	4.0	Cabin-2 Beds (Ext.) [AA2]	438.0	Having many children	40.3197994871249	2007-03-07	17:53:03	1900-01-01 21:30:03	F	2004-12-13	Somalia	(764)395-0278x7672	Jennifer	James	Jennifer.James@gmail.com	GB54XAJV62044679403990	Jennifer	James	06/30
794	Ereikousses Diapontioi Islands, Greece (ERK)	Sami, Greece (SAI)	H/S/C SANTORINI PALACE	MINOAN LINES	6.0	5.0	Cabin-4 Beds [A4K]	499.0	Three Children	85.83327904121882	2003-12-19	07:59:48	1900-01-01 20:13:48	F	2002-04-30	Eritrea	001-701-572-6148x529	Tina	Reynolds	Tina.Reynolds@gmail.com	GB91TJYS16105450100769	Tina	Reynolds	10/23
795	Pyrgos, Greece (PYR)	MELINE BOLOU, Greece (777)	NIKOLAOS	SEBECO LINES	3.0	1.0	Cabin-2 Beds (Ext.) [A2]	215.0	Retired NAT	95.46539034166229	1995-06-10	15:06:38	1900-01-01 20:20:38	F	1995-02-03	Saint Barthelemy	105.674.9635x98901	Yvonne	Evans	Yvonne.Evans@gmail.com	GB32BFQL53183894774832	Yvonne	Evans	10/24
796	Tinos, Greece (TIN)	MELINE BOLOU, Greece (777)	SMYRNA DI LEVANTE	MIKRES KYKLADES	4.0	3.0	Cabin-4 Beds [A4K]	457.0	No discount	10.229808785197186	1993-12-18	20:37:25	1900-01-02 08:52:25	F	1980-02-25	Bulgaria	(989)781-8482	Deborah	Campbell	Deborah.Campbell@gmail.com	GB73LWIW45988867307180	Deborah	Campbell	12/28
797	KALLONE LESBOU, Greece (743)	Skaloma, Greece (SKM)	SEMPEKO	SEBECO LINES	10.0	3.0	Cabin-4 Beds [AB4]	328.0	Retired NAT	83.51824500823784	2022-07-24	01:35:27	1900-01-01 11:53:27	F	1982-08-25	Hong Kong	(743)290-6355	Shannon	Grant	Shannon.Grant@gmail.com	GB66KFVO07349302861588	Shannon	Grant	11/27
798	Klima, Greece (KLI)	KASSANDRA KHALKIDIKES, Greece (749)	H/S/C SANTORINI PALACE	SEA SPEED FERRIES	6.0	4.0	Cabin-4 Beds [A4K]	411.0	Retired NAT	75.37713411501896	1999-06-06	13:25:39	1900-01-02 03:55:39	F	1971-10-12	Colombia	952.410.5830	Lauren	Goodwin	Lauren.Goodwin@gmail.com	GB19ZOFK94158064071420	Lauren	Goodwin	04/25
799	ALUKE BOLOU, Greece (711)	Paros, Greece (PAS)	SPORADES STAR	SEBECO LINES	10.0	3.0	Deck/Living Room [D] 	397.0	Having many children	99.16130615733874	2020-10-08	07:58:22	1900-01-01 10:39:22	F	1988-04-21	Martinique	(134)215-6659x2489	Heather	Marshall	Heather.Marshall@gmail.com	GB03RSUG76419636068558	Heather	Marshall	09/28
800	Agios Efstratios, Greece (AGO)	TUROS ARKADIAS, Greece (840)	BLUE STAR 2	SAOS	4.0	4.0	Cabin-3 Beds [AB3]	15.0	Retired NAT	48.40165447640004	2016-07-08	08:45:48	1900-01-01 19:46:48	F	1971-08-11	Iraq	907.211.3881x48188	Karen	Morris	Karen.Morris@gmail.com	GB22QYEM12488726102064	Karen	Morris	07/24
801	Epidavros, Greece (EPI)	Pachi, Greece (PME)	PANAGIA SPILIANI	DODEKANISSOS SEAWAYS	7.0	2.0	Cabin-2 Beds (Ext.) [A2]	260.0	Hoplites	22.92302115463025	2013-02-17	13:57:47	1900-01-01 19:06:47	F	1978-07-26	Brunei Darussalam	(478)824-8273x1678	Nicole	Choi	Nicole.Choi@gmail.com	GB23QFUI69175572783528	Nicole	Choi	09/31
802	Dombraina Boiotias, Greece (DMB)	Nea Moudhania, Greece (NMA)	ATHINA	MIKRES KYKLADES	8.0	1.0	Cabin-2 Beds [A2K]	331.0	No discount	59.098085903705446	2006-08-14	22:58:08	1900-01-02 05:59:08	M	1971-08-14	Honduras	+1-515-462-4376x92048	Gregory	Franklin	Gregory.Franklin@gmail.com	GB39ARPP66872603666356	Gregory	Franklin	04/29
803	Assos, Greece (SOS)	Polychnitos Lesvou, Greece (PLC)	FLYINGCAT 6	ANE KALYMNOU	5.0	4.0	Aviation Seat [ATS]	457.0	Three Children	67.78702535402391	1977-04-11	05:22:17	1900-01-01 07:47:17	M	1999-10-09	Niue	001-245-521-6540x7976	Brandon	Garcia	Brandon.Garcia@gmail.com	GB35AQJY26263136607928	Brandon	Garcia	04/28
804	KALLONE LESBOU, Greece (743)	Farmakonissi Dodekanissos, Greece (FAM)	KERKIRA	NOVA FERRIES	1.0	2.0	Cabin-4 Beds [A4K]	354.0	Three Children	37.943361215341355	2007-09-07	01:51:16	1900-01-01 04:20:16	M	1977-04-17	French Guiana	135-704-0511	Jesse	Skinner	Jesse.Skinner@gmail.com	GB59XEJG49742257424855	Jesse	Skinner	09/25
805	Prinos Thassou, Greece (PPI)	OLUMPIADA KHALKIDIKES, Greece (800)	FLYING DOLPHIN 17	ANEK LINES	2.0	3.0	Cabin-3 Beds (Ext.) [A3]	142.0	Retired NAT	56.95917450926878	2021-11-05	22:04:22	1900-01-02 17:34:22	F	1975-10-02	Ireland	016-484-4563	Kathleen	Cook	Kathleen.Cook@gmail.com	GB10CVDT34645038596615	Kathleen	Cook	09/23
806	Agia Efimia, Greece (AEF)	Volos, Greece (VOL)	NISOS SAMOS	ΑΤΤΙCA GROUP	9.0	9.0	Cabin-4 Beds [AB4]	449.0	Three Children	69.994288304713	1976-05-09	11:45:11	1900-01-01 13:51:11	M	1982-12-05	Philippines	716.828.8799x75996	Willie	Buchanan	Willie.Buchanan@gmail.com	GB56JVIY10486275506056	Willie	Buchanan	03/32
807	KOULOURA AIGIOU, Greece (760)	Brindisi, Greece (ITBDS)	MAKEDON	ANES FERRIES	4.0	5.0	Cabin-4 Beds [A4K]	21.0	Retired NAT	30.36856519351393	1979-06-15	06:06:55	1900-01-01 17:20:55	M	1983-01-19	Iran	+1-729-349-2109x40366	Spencer	Gutierrez	Spencer.Gutierrez@gmail.com	GB19FYFX37296087230440	Spencer	Gutierrez	08/31
808	NEOS MARMARAS KHALKIDIKES, Greece (793)	Kastos Island, Greece (KSI)	SEAJET2	AGIA MARINI NE	2.0	1.0	Cabin-4 Beds [AB4]	406.0	College Student	82.70840434676525	2019-09-08	01:28:19	1900-01-01 10:34:19	F	1993-10-18	Russian Federation	001-284-111-2066x72680	Jane	Kennedy	Jane.Kennedy@gmail.com	GB76MAFM67425582722882	Jane	Kennedy	06/30
809	KOULOURA AIGIOU, Greece (760)	Vatika Bay, Greece (VAB)	SUPERJET	LEBANTE FERRIES	4.0	2.0	Cabin-3 Beds (Ext.) [A3]	75.0	Retired NAT	57.67053877241432	2003-10-24	14:10:27	1900-01-02 09:46:27	M	1995-03-11	Somalia	+1-685-844-1139x7697	Robert	Jennings	Robert.Jennings@gmail.com	GB94BMBX30805184094917	Robert	Jennings	02/28
810	Moni Vatopediou, Greece (MVO)	Sigri Lesvou, Greece (SGR)	ERATO	MINOAN LINES	4.0	5.0	Cabin-2 Beds (Ext.) [A2]	222.0	Retired NAT	99.46727284283136	2002-07-19	17:30:40	1900-01-02 08:30:40	M	1973-02-09	Ecuador	(907)151-1746x6320	Elijah	Miller	Elijah.Miller@gmail.com	GB86LGRW05980649418111	Elijah	Miller	12/23
811	Agia Kyriaki (Trikeri Magnisia), Greece (AKM)	Farmakonissi Dodekanissos, Greece (FAM)	SUPERJET	IONION PELAGOS NE	3.0	4.0	Cabin-3 Beds (Ext.) [A3]	467.0	Retired NAT	52.297307911698006	1976-03-16	00:59:33	1900-01-01 20:41:33	F	1995-08-19	El Salvador	+1-217-926-6706x5327	Melissa	Douglas	Melissa.Douglas@gmail.com	GB36MLOI25501823919277	Melissa	Douglas	10/25
812	PALIOURI KHALKIDIKES, Greece (805)	Syros (Syra), Greece (JSY)	F/B ELEFTHERIOS VENIZELOS	NOVA FERRIES	7.0	7.0	Cabin-4 Beds [A4K]	48.0	Having many children	82.89003216177883	2000-07-25	12:57:17	1900-01-02 05:58:17	F	1972-10-25	Korea	+1-442-856-4909x3210	Amber	Johnson	Amber.Johnson@gmail.com	GB69LLZF72809365438791	Amber	Johnson	09/27
813	Bari, Greece (ITBRI)	Potamos Antikithera, Greece (POA)	SPEEDCAT 1	ZANTE FERRIES 	3.0	4.0	Cabin-4 Beds (Ext.) [A4]	232.0	Hoplites	97.95613603352247	1995-08-10	09:41:08	1900-01-01 16:17:08	M	1990-07-03	Eritrea	001-873-849-1888x49423	Scott	Dillon	Scott.Dillon@gmail.com	GB47GEHQ38394884669970	Scott	Dillon	06/26
814	Faneromeni Salaminas, Greece (FNR)	Suda Bay, Greece (SUD)	FIOR DI LEVANTE	FAST FERRIES	2.0	1.0	Deck/Living Room [D] 	221.0	No discount	18.208375887130785	2023-12-04	06:53:16	1900-01-01 10:44:16	F	1973-09-05	Guernsey	002.025.5798	Sylvia	Thomas	Sylvia.Thomas@gmail.com	GB54HCHR17698453716091	Sylvia	Thomas	04/28
815	Kerkira (Corfu), Greece (CFU)	Eratini, Greece (ETK)	BLUE STAR PAROS	SEAJETS	8.0	5.0	Cabin-2 Beds [A2K]	208.0	No discount	84.1668744473228	1975-11-15	03:38:11	1900-01-01 22:08:11	F	1989-05-16	Kuwait	(864)717-6433x46124	Lisa	Curry	Lisa.Curry@gmail.com	GB18AIBL48661779072186	Lisa	Curry	08/29
816	Kimolos, Greece (KMS)	Agnontas Skopelos, Greece (ANL)	ANDREAS KALVOS	NOVA FERRIES	3.0	2.0	Cabin-4 Beds [AB4]	130.0	College Student	21.93557816852465	2021-10-21	15:07:43	1900-01-02 04:11:43	F	1979-10-02	Kiribati	001-184-615-1549x23009	Jillian	Oliver	Jillian.Oliver@gmail.com	GB38WAUC84096127970776	Jillian	Oliver	10/29
817	Yali Island, Greece (YLI)	MAKRONISOS, Greece (856)	H/S/F OLYMPIC CHAMPION	TWOWAY FERRIES	10.0	4.0	Cabin-3 Beds [AB3]	268.0	Three Children	27.996292888833807	1987-01-12	10:42:05	1900-01-01 19:39:05	F	1996-11-04	Japan	+1-681-039-4752x6019	Patricia	Hatfield	Patricia.Hatfield@gmail.com	GB44GORN94793759574978	Patricia	Hatfield	04/31
818	Katerini, Greece (KEI)	Seriphos, Greece (SER)	MASTERJET	ANE KALYMNOU	1.0	2.0	Cabin-4 Beds (Ext.) [A4]	376.0	Three Children	77.1871366500767	2021-11-28	06:08:06	1900-01-01 13:40:06	F	1995-09-20	Grenada	(618)030-5038x19275	Amanda	Shaffer	Amanda.Shaffer@gmail.com	GB95QTNA85561256490108	Amanda	Shaffer	11/25
819	Aspropirgos, Greece (ASS)	Kardamyla, Greece (KDM)	RAPIDLINK JET	AEGEAN FLYING DOLPHINS	1.0	1.0	Cabin-2 Beds (Ext.) [AA2]	238.0	No discount	39.726531525934575	1981-07-11	05:45:19	1900-01-01 16:53:19	F	1988-03-17	American Samoa	086-891-0431x63005	Suzanne	Snyder	Suzanne.Snyder@gmail.com	GB10EXJU74189000763947	Suzanne	Snyder	07/26
820	EPANOME THESSALONIKES, Greece (735)	Agios Kirykos, Greece (AKI)	ARTEMIS	FAST FERRIES	3.0	2.0	Deck/Living Room [D] 	492.0	Retired NAT	73.68423195478275	2021-04-07	13:12:02	1900-01-02 07:40:02	M	1994-04-01	Peru	941-504-3545x96443	Jon	Ray	Jon.Ray@gmail.com	GB93ROXK96936345915983	Jon	Ray	11/28
821	Thirasia, Greece (TRS)	Kos, Greece (KGS)	F/B KRITI I	MIKRES KYKLADES	4.0	2.0	Cabin-2 Beds (Ext.) [A2]	466.0	College Student	81.56805217949018	1971-03-30	21:44:52	1900-01-02 07:27:52	F	1998-01-22	Swaziland	+1-352-631-6656x824	Julie	Castillo	Julie.Castillo@gmail.com	GB38JSXX20102780175570	Julie	Castillo	05/28
822	Altsi, Greece (ATS)	Yerakini, Greece (YER)	Η/S/F KNOSSOS PALACΕ	GOUTOS LINES	2.0	1.0	Cabin-2 Beds (Ext.) [A2]	315.0	Having many children	65.50797233183127	2004-04-08	02:40:01	1900-01-01 07:46:01	F	1973-06-02	Antigua and Barbuda	(808)254-9543	Amy	Randall	Amy.Randall@gmail.com	GB84RTOW04557736359563	Amy	Randall	05/31
823	Sikinos, Greece (SII)	KHOREUTO BOLOU, Greece (847)	ARTEMIS	KARISTIA	3.0	3.0	Cabin-4 Beds (Ext.) [A4]	413.0	Having many children	15.219185996786312	1995-06-13	15:24:10	1900-01-02 01:23:10	M	1985-04-04	Greece	001-399-823-3369x266	Donald	Taylor	Donald.Taylor@gmail.com	GB10PQXF19206230757134	Donald	Taylor	12/30
824	Ierissos, Greece (IES)	Saint George, Greece (SGB)	SEMPEKO 2	AEGEAN FLYING DOLPHINS	7.0	6.0	Cabin-2 Beds (Ext.) [A2]	342.0	Having many children	98.67284802463215	1983-04-18	07:05:10	1900-01-02 01:29:10	F	1975-06-24	Canada	(948)277-8254x205	Carrie	Moore	Carrie.Moore@gmail.com	GB13MCRH55983455677861	Carrie	Moore	06/23
825	Skopelos, Greece (SKO)	Myrtos Beach, Greece (MYB)	AQUA JEWEL	SEBECO LINES	1.0	1.0	Cabin-4 Beds (Ext.) [A4]	98.0	Retired NAT	57.72628092756034	1974-06-07	22:30:04	1900-01-02 10:03:04	M	1979-05-04	Lao People's Democratic Republic	1301836812	Steve	Murray	Steve.Murray@gmail.com	GB09WJPW94601878105942	Steve	Murray	05/23
826	Moni Vatopediou, Greece (MVO)	Kastellorizou (ex Megisti), Greece (KAS)	BLUE CARRIER 1	MIKRES KYKLADES	7.0	6.0	Cabin-2 Beds (Ext.) [A2]	178.0	Three Children	29.807977699648244	1988-07-07	10:48:14	1900-01-01 12:50:14	F	1995-08-05	Antarctica (the territory South of 60 deg S)	(913)397-8557x27695	Megan	Beck	Megan.Beck@gmail.com	GB56LGBD40814389083334	Megan	Beck	07/24
827	Kiparissia, Greece (KIP)	Eratini, Greece (ETK)	DIAGORAS	ΑΤΤΙCA GROUP	8.0	9.0	Cabin-4 Beds [AB4]	354.0	College Student	81.43574553335901	1988-03-30	21:50:11	1900-01-02 01:09:11	M	2003-11-10	Cayman Islands	+1-223-126-1220	Brandon	Clayton	Brandon.Clayton@gmail.com	GB76LACH04890445491830	Brandon	Clayton	12/32
828	Mylaki, Greece (MYL)	Andirrion, Greece (ANT)	Η/S/F KYDON PALACΕ	LEBANTE FERRIES	9.0	9.0	Cabin-4 Beds [AB4]	419.0	Three Children	13.82112861797908	1974-12-26	15:26:52	1900-01-01 17:24:52	F	1974-05-14	Netherlands	+1-329-741-0361x8567	Amy	Houston	Amy.Houston@gmail.com	GB36QTSQ22792108675253	Amy	Houston	04/24
829	Glyfada Saronikou, Greece (GFD)	Herakleia Kykladon, Greece (HRK)	NISOS KALIMNOS	KERKYRAIKES GRAMMES	3.0	4.0	Cabin-3 Beds (Ext.) [A3]	124.0	Hoplites	56.50482445155425	2021-05-10	15:32:18	1900-01-02 08:17:18	F	2000-04-03	Liberia	+1-652-702-5255x60813	Wendy	Chapman	Wendy.Chapman@gmail.com	GB51IVXK74339535909567	Wendy	Chapman	08/32
830	Mastichari Kos, Greece (MXK)	Neon Karlovasion, Greece (KAR)	SPORADES STAR	KERKYRAIKES GRAMMES	10.0	6.0	Cabin-2 Beds (Ext.) [A2]	124.0	No discount	53.43671194970058	1975-01-01	04:00:41	1900-01-01 17:41:41	F	1986-08-19	Namibia	9312627758	Nicole	Griffin	Nicole.Griffin@gmail.com	GB93OMUA36570532820888	Nicole	Griffin	01/25
831	Kiparissia, Greece (KIP)	Phserimos Dodekanisou, Greece (PSE)	HIGHSPEED 4	SEAJETS	1.0	2.0	Cabin-4 Beds [AB4]	490.0	Having many children	86.44146513747653	2020-05-25	02:09:50	1900-01-01 07:44:50	M	1988-04-22	Belarus	(841)117-2891x649	Wayne	Ryan	Wayne.Ryan@gmail.com	GB44MQNN00756391203959	Wayne	Ryan	08/24
832	Mylaki, Greece (MYL)	Agia Kyriaki (Trikeri Magnisia), Greece (AKM)	MARE DI LEVANTE	SEBECO LINES	3.0	3.0	Deck/Living Room [D] 	355.0	No discount	49.250834836071455	1989-07-02	23:27:33	1900-01-02 05:53:33	F	2003-06-03	French Polynesia	+1-615-906-4784x2207	Ann	Cruz	Ann.Cruz@gmail.com	GB14SPWH32851418415146	Ann	Cruz	12/29
